,8/9/18 22:00,8/10/18 0:00,8/10/18 2:00,8/10/18 4:00,8/10/18 6:00,8/10/18 8:00,8/10/18 10:00,8/10/18 12:00,8/10/18 14:00,8/10/18 16:00,8/10/18 18:00,8/10/18 20:00,8/10/18 22:00,8/11/18 0:00,8/11/18 2:00,8/11/18 4:00,8/11/18 6:00,8/11/18 8:00,8/11/18 10:00,8/11/18 12:00,8/11/18 14:00,8/11/18 16:00,8/11/18 18:00,8/11/18 20:00,8/11/18 22:00,8/12/18 0:00,8/12/18 2:00,8/12/18 4:00,8/12/18 6:00,8/12/18 8:00,8/12/18 10:00,8/12/18 12:00,8/12/18 14:00,8/12/18 16:00,8/12/18 18:00,8/12/18 20:00,8/12/18 22:00,8/13/18 0:00,8/13/18 2:00,8/13/18 4:00,8/13/18 6:00,8/13/18 8:00,8/13/18 10:00,8/13/18 12:00,8/13/18 14:00,8/13/18 16:00,8/13/18 18:00,8/13/18 20:00,8/13/18 22:00,8/14/18 0:00,8/14/18 2:00,8/14/18 4:00,8/14/18 6:00,8/14/18 8:00,8/14/18 10:00,8/14/18 12:00,8/14/18 14:00,8/14/18 16:00,8/14/18 18:00,8/14/18 20:00,8/14/18 22:00,8/15/18 0:00,8/15/18 2:00,8/15/18 4:00,8/15/18 6:00,8/15/18 8:00,8/15/18 10:00,8/15/18 12:00,8/15/18 14:00,8/15/18 16:00
obannons1969111,0,4,7,2,6,0,0,0,0,0,3,4,9,9,3,1,0,0,0,0,0,0,4,8,8,7,5,6,2,2,1,4,4,1,0,0,4,5,2,4,2,0,2,1,3,1,0,0,9,4,6,5,0,0,1,0,0,5,1,9,10,0,10,8,0,0,0,0,0,0
onlinelisting,0,7,0,0,2,12,31,5,1,15,0,16,5,1,7,8,0,5,13,10,0,7,3,0,0,0,1,2,0,4,0,0,0,8,0,0,4,3,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opensix6,0,0,0,0,0,17,7,9,1,0,0,0,0,0,0,0,7,4,6,2,0,0,0,0,0,0,0,0,2,7,2,11,11,4,0,0,0,0,0,0,9,9,13,7,0,0,0,0,0,0,0,0,5,2,5,8,3,0,0,0,0,0,0,0,12,1,8,1,6,0
oqven,0,20,11,0,0,0,4,3,2,1,6,0,1,6,5,1,0,0,0,5,7,7,0,3,6,7,3,0,0,0,0,11,3,5,3,6,1,1,6,4,0,0,2,2,5,7,2,5,9,13,2,0,0,0,8,2,4,1,0,3,6,11,8,0,0,0,4,2,0,0
organic2016,0,0,0,11,2,0,0,14,0,0,0,2,13,8,0,11,0,0,0,0,0,0,0,19,1,0,1,0,5,0,0,0,1,2,0,0,0,0,0,0,6,0,0,17,1,1,0,0,0,3,0,2,1,0,0,6,0,2,0,0,0,7,0,0,14,0,4,0,0,0
otdon,0,3,2,10,0,0,0,0,2,6,5,0,2,2,0,1,1,2,5,0,1,4,5,16,2,6,4,1,0,2,0,0,0,0,3,1,1,0,0,6,3,1,0,0,3,1,5,3,0,0,6,3,6,2,1,2,1,0,5,0,2,0,0,3,2,2,3,0,0,0
ouchinagirl,0,10,1,0,0,8,2,10,10,0,1,0,17,6,0,0,0,0,14,5,0,3,6,0,7,9,2,0,0,4,7,5,0,0,0,8,10,5,1,0,1,9,2,0,3,2,3,8,8,3,1,0,0,4,6,7,1,6,1,8,15,5,2,0,0,4,5,1,3,0
parkse,0,1,0,0,0,3,0,7,8,3,3,7,5,3,1,0,0,0,2,1,0,4,1,11,5,2,1,1,2,0,0,1,4,0,5,2,2,0,3,0,0,0,1,0,5,2,10,2,1,2,2,0,0,0,2,4,15,5,0,4,1,3,4,0,0,2,1,1,0,0
pas5974,0,0,0,0,0,0,18,28,6,4,0,0,0,2,0,0,0,0,0,1,2,0,0,0,14,0,0,0,0,0,3,3,0,2,2,0,0,3,0,0,0,0,3,14,0,10,0,0,0,0,10,0,0,0,10,7,1,3,0,0,0,0,5,0,0,0,9,2,0,0
patty_hawthorne,0,0,0,0,0,0,1,10,24,15,0,0,1,0,0,0,0,0,0,2,5,6,4,6,6,0,0,0,0,0,0,5,5,0,13,2,0,0,0,0,0,0,2,2,7,2,5,7,5,0,0,0,0,0,1,2,2,6,6,1,6,0,0,0,0,0,3,1,4,0
pbprecious7,0,0,6,6,4,4,2,0,0,0,1,0,5,11,6,0,0,0,0,0,0,1,2,7,5,5,0,2,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,1,7,2,0,0,0,0,0,0,0,10,11,8,10,7,2,0,0,0,2,0
pbranch14,0,3,2,3,4,0,0,0,8,4,5,4,1,3,2,2,13,0,0,0,2,1,4,6,9,19,6,7,0,0,0,0,8,2,2,3,0,2,0,3,0,0,0,2,4,3,3,1,0,2,6,4,14,7,0,1,16,0,2,2,1,2,3,7,2,0,0,2,5,0
pcgaming_love,0,6,8,4,5,1,6,3,6,8,6,4,11,3,2,4,4,5,2,12,5,7,9,8,6,3,8,3,2,4,4,8,5,4,3,14,6,4,6,4,4,1,1,1,3,7,5,7,7,5,6,5,2,2,3,3,8,12,5,6,2,3,4,5,1,4,6,4,4,0
pcmonitorss,0,3,5,8,7,2,4,5,5,6,5,2,5,4,2,8,0,0,9,2,5,2,4,8,6,5,1,9,4,5,1,7,3,2,2,8,5,8,7,3,9,6,5,11,2,2,2,6,4,9,3,7,2,4,1,4,3,5,6,4,4,7,2,4,5,6,5,2,6,0
pcommonsense,0,5,15,1,0,0,0,0,0,10,10,20,19,8,8,0,0,0,0,0,1,10,24,0,0,0,23,5,0,0,0,0,0,2,0,0,11,10,9,0,0,0,0,0,9,6,7,5,2,1,2,0,0,0,0,0,0,6,8,3,9,2,10,0,0,0,0,0,0,0
pearl_of_truth,0,0,1,2,0,1,0,0,0,0,6,9,0,20,14,5,0,0,0,0,1,0,0,5,1,2,6,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,2,0,6,10,18,2,0,0,0,1,0,14,1,3,4,3,8,0,1,0,0,0,0,0
peepspolitical,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,23,0,3,25,26,27,0,0,0,0,0,8,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,0,0,0,0,0,0,0
pgrlegacy,0,0,0,0,0,0,20,14,0,0,1,6,3,4,0,0,0,0,2,10,1,0,5,0,5,4,0,0,0,0,2,2,11,3,5,1,1,0,0,0,0,0,7,1,0,0,11,3,0,1,0,0,0,0,3,2,0,4,8,1,0,0,0,0,0,0,2,3,0,0
phillip92321,0,3,0,0,0,0,7,13,16,0,19,9,7,6,0,0,0,0,1,0,8,1,2,5,5,3,2,0,4,0,0,17,9,9,3,4,1,0,2,0,0,0,0,5,12,11,2,3,0,2,0,0,0,0,1,27,11,12,0,8,5,4,1,0,0,0,3,3,20,0
phyllissharp54,0,0,5,1,0,0,0,2,15,8,6,7,4,2,3,0,0,0,0,0,1,1,3,5,1,6,2,1,0,0,0,0,5,0,2,1,1,0,0,1,0,0,0,0,1,8,5,2,1,2,2,5,0,0,0,0,20,0,0,0,0,4,1,0,0,0,0,7,7,0
physicsstew,0,117,9,0,0,0,0,186,67,71,57,0,0,17,54,0,0,0,0,94,2,0,0,34,5,0,37,0,0,0,102,191,122,84,0,0,0,0,0,0,0,0,31,10,0,0,0,0,93,0,11,21,0,0,12,116,122,35,0,98,64,9,60,25,6,0,9,155,66,0
piercedart,0,1,0,0,0,0,2,20,0,0,7,17,0,5,0,1,0,0,0,11,0,3,0,0,1,5,0,0,0,0,1,17,3,1,3,0,0,0,0,0,0,0,0,0,0,4,24,10,12,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,4,0,3,0
pilarmel13,0,0,9,0,0,0,5,11,1,2,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,15,5,0,0,0,0,8,11,3,8,1,0,2,6,0,1,2,0,8,6,11,1,11,0,8,8,0,0,0,3,0,5,0
plantlady293,0,5,0,0,2,0,2,0,0,0,9,6,4,0,6,0,0,0,0,1,5,0,0,0,8,1,0,0,0,0,0,2,8,3,3,3,3,3,8,0,0,0,0,4,10,9,3,3,3,4,0,0,0,0,0,7,1,5,0,8,3,0,9,0,0,0,0,8,4,0
pms221969,0,4,21,3,0,0,0,0,0,2,0,2,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,8,4,0,0,0,6,1,1,0,21,4,0,0,2,0,1,2,0,0,0,0,2,2,17,2,2,8,6,0,1,0,0,0,0,0,0
poconomtn,0,9,7,5,0,0,0,10,7,4,1,0,10,0,0,6,3,0,0,1,5,4,0,0,0,2,8,5,0,0,0,3,4,0,0,1,2,2,0,0,0,0,0,0,0,14,1,0,3,3,1,2,0,0,0,0,0,6,0,3,10,1,0,1,0,0,0,1,0,0
politicalHEDGE,0,2,9,9,10,4,2,4,9,8,8,4,12,5,5,5,6,1,4,4,1,3,8,1,7,3,5,4,3,4,6,7,5,3,10,7,7,0,1,7,9,7,8,9,6,1,6,2,6,3,8,3,6,1,8,6,13,7,6,6,3,2,7,0,4,1,3,4,4,0
politik10111,0,1,1,14,1,0,0,0,4,11,0,5,4,1,0,5,0,0,0,0,3,6,4,0,4,8,12,6,0,0,0,0,1,6,1,0,0,6,15,5,0,0,0,0,1,2,4,8,0,0,0,3,5,0,0,10,4,0,5,6,0,6,0,2,4,0,0,0,2,0
powerglobalus,0,12,0,0,14,3,0,0,0,0,0,3,2,1,0,0,5,22,0,0,0,0,0,9,12,0,0,0,20,15,3,0,0,0,0,24,17,14,0,18,0,0,0,0,0,0,0,7,15,2,11,8,17,8,0,0,0,0,0,25,10,8,0,0,11,6,0,0,0,0
pprstrtspcmpy,0,0,0,0,0,0,14,7,7,6,17,3,3,2,0,0,0,0,2,3,0,6,8,8,3,1,0,0,0,0,0,31,5,10,9,4,3,1,0,0,0,0,4,19,11,8,11,5,3,0,0,0,0,0,0,11,6,6,8,4,1,0,0,0,0,0,0,0,0,0
prithvipal7,0,0,0,0,0,16,6,1,13,1,5,0,0,2,6,8,6,0,1,0,0,0,11,0,0,0,19,1,0,0,0,0,8,5,15,0,0,1,0,17,0,0,0,21,0,13,12,0,0,3,0,5,0,0,0,1,0,0,8,0,22,0,0,6,0,0,5,2,0,0
prosyscom_it,0,3,4,4,2,2,3,2,4,1,1,2,3,2,1,3,2,1,3,5,0,5,5,0,2,1,3,1,2,5,3,2,3,4,4,6,1,4,1,3,0,4,5,5,2,4,3,5,3,0,2,3,4,1,2,0,3,3,3,3,1,2,3,4,1,2,4,1,3,0
pshill2010,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,15,0,0,0,0,0,0,0
ptsd1471,0,4,21,0,0,0,5,22,9,5,12,2,0,0,0,0,0,0,0,6,10,0,5,0,0,0,0,0,0,0,0,1,9,0,0,3,0,0,0,0,0,0,0,0,0,14,0,1,6,0,0,0,0,0,0,18,11,6,0,0,6,0,0,0,0,0,0,3,8,0
purehavuk,0,8,8,4,7,0,3,3,7,11,10,12,12,7,12,6,3,0,0,0,6,4,8,10,4,0,5,0,2,1,0,2,2,4,8,4,6,3,4,1,1,5,2,5,5,9,10,11,6,10,10,7,4,1,0,8,7,8,6,11,11,8,5,7,0,1,5,7,7,0
putzie63,0,1,4,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,6,6,0,1,3,1,0,1,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,2,10,6,4,0,0,0,0,0,0,0,7,3,7,8,3,8,5,0,0,0,0,0,0,17,6,15,0
qaussie_suzy,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,2,4,0,0,0,0,32,0,0,0,6,10,6,0,0,0,0,0,0,0,0,1,2,9,5,2,0,0,0,0,0,0,16,0,1,2,22,0,15,0,0,0,0,0,0,0,0,6,5,0,7,0
rafat777,0,0,1,13,11,2,0,0,0,1,0,0,0,1,12,26,3,0,0,0,0,0,1,0,0,2,0,3,7,6,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,6,0,0,0,0,0,0,2,0,8,4,4,5,3,0,2,0,0,0
ralph56299728,0,6,0,2,0,0,0,3,7,4,3,6,11,3,6,0,8,0,3,2,1,3,9,6,3,9,2,0,0,0,2,2,2,5,4,2,3,1,0,0,0,0,3,3,5,11,6,5,7,5,4,0,0,0,3,3,11,5,3,7,0,5,4,0,0,0,1,9,2,0
ranchwife11,0,3,8,3,0,0,0,2,4,5,0,2,0,2,7,8,0,0,0,4,7,7,0,0,2,0,4,3,0,0,0,3,1,0,2,1,0,2,2,3,0,0,0,1,5,0,3,2,4,2,8,1,0,0,0,4,9,0,2,1,7,0,6,0,0,0,0,1,1,0
rcjhawk86,0,0,0,0,0,0,0,0,1,10,5,6,2,4,0,2,0,0,0,0,3,2,1,4,0,0,2,9,0,0,0,0,5,2,4,1,0,0,8,3,2,0,0,7,6,1,5,10,1,1,6,1,0,0,0,0,11,2,0,2,0,1,5,6,4,0,0,0,0,0
real_hendertc,0,3,2,0,0,0,0,4,1,0,3,0,0,0,3,0,0,0,0,2,0,0,1,5,2,4,0,0,0,0,0,11,3,4,20,3,0,0,0,0,0,0,2,6,12,10,15,2,1,7,0,0,0,0,3,1,6,11,2,12,8,3,2,0,0,0,0,0,1,0
realjgill,0,1,4,2,1,7,0,1,0,0,0,5,0,15,0,0,3,11,0,0,1,0,0,0,4,20,7,6,2,3,0,0,7,0,0,0,0,1,4,11,0,0,7,0,0,0,2,4,5,0,1,2,1,0,0,0,0,0,1,27,10,5,7,0,0,1,3,0,0,0
redmsixsix,0,13,10,0,0,0,0,9,6,0,9,7,3,12,4,0,0,0,0,11,1,0,5,13,8,11,2,0,0,0,2,3,5,1,6,8,6,8,0,0,0,0,3,3,12,5,2,6,7,11,0,0,0,0,0,4,5,0,4,16,9,6,2,0,0,0,0,0,4,0
renemco1,0,0,23,0,6,0,0,0,13,12,0,0,4,5,8,0,4,0,0,0,0,6,8,6,8,3,3,0,4,0,0,0,0,5,7,6,4,0,3,0,1,0,0,0,6,0,0,14,0,4,7,3,3,0,0,0,0,11,4,5,3,3,3,0,1,0,0,0,0,0
rentonMagaUK,0,13,6,4,4,2,0,0,0,0,0,0,0,8,7,4,4,0,0,0,3,1,7,1,2,7,5,2,3,0,0,0,0,1,0,2,0,0,1,0,2,1,1,4,5,0,0,5,2,2,2,3,0,3,0,0,0,0,8,3,11,2,3,1,0,0,0,0,0,0
reyyashi47,0,1,13,6,0,5,2,0,0,0,7,0,0,0,0,5,0,0,7,7,0,0,0,1,0,0,1,7,0,0,9,5,0,0,0,0,0,0,0,0,0,0,2,6,0,0,8,1,0,2,7,1,1,0,3,12,15,0,27,0,0,8,17,5,0,3,0,0,7,0
rhondamint,0,4,0,0,0,0,10,1,1,1,1,19,2,4,0,0,0,0,0,8,6,2,4,0,0,3,6,0,1,0,1,1,2,3,1,11,3,6,0,0,0,0,0,3,6,17,19,12,2,8,3,0,0,0,5,11,6,16,2,7,3,0,1,0,0,0,0,8,4,0
richardjay73,0,0,0,0,0,0,0,6,3,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,49,19,5,6,6,4,7,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,1,0,3,5,0,0,2,1,0,0,0,0,7,0
richob72,0,1,1,8,0,0,0,0,11,1,10,2,7,15,0,2,0,0,0,0,2,1,3,5,0,1,4,0,0,0,0,5,0,2,2,1,1,0,1,0,0,0,0,0,9,1,0,0,2,3,7,1,0,0,0,4,17,4,1,3,0,0,0,0,0,0,0,2,0,0
rjoseph7777,0,0,0,15,3,0,0,6,0,0,0,0,23,7,11,0,0,0,0,0,0,0,0,14,12,5,1,1,0,0,0,4,0,0,0,9,9,5,7,0,0,0,0,0,0,0,0,0,5,5,7,1,0,0,0,0,0,0,0,8,3,4,6,1,1,0,0,0,0,0
rnlynn1958,0,4,0,7,0,0,0,9,16,8,2,0,2,6,2,0,0,0,0,0,0,3,2,10,14,7,6,0,0,0,1,13,8,31,38,42,9,19,19,6,0,0,0,7,10,6,5,11,7,14,15,24,4,0,0,0,11,65,38,22,14,6,6,3,0,0,14,19,6,0
rockefellergame,0,4,4,3,3,4,4,3,4,4,2,4,4,4,3,4,4,1,4,4,3,3,4,3,3,4,4,3,4,4,3,3,3,4,3,4,4,2,4,4,4,3,4,4,2,4,4,4,2,4,3,3,4,4,3,4,4,3,3,4,4,3,4,4,2,4,4,4,3,0
rockie_springer,0,7,1,0,0,0,2,4,2,7,5,2,10,3,3,0,0,0,2,0,2,6,3,1,3,4,0,0,0,2,1,1,0,1,5,0,4,0,1,0,0,0,0,1,5,9,5,4,2,1,4,0,0,0,4,3,8,6,12,0,2,1,1,0,0,1,0,1,1,0
rockynickydog,0,6,0,0,0,2,3,5,0,1,1,4,1,0,1,0,0,0,0,0,0,0,1,10,8,7,0,0,0,2,0,7,0,0,5,0,4,0,0,0,0,3,7,3,0,0,26,3,0,0,0,0,0,0,4,5,0,0,1,5,12,0,0,0,0,0,0,3,1,0
rodob,0,0,3,3,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,2,26,9,7,3,0,0,0,0,0,0,15,0,6,0,0,1,8,0,0,0,0,0,0,0,0,0,0,29,9,0,0,0,0,0,0,0,0,0,0,16,5,2,0,0,0,0,4,0
rogue_corq,0,11,7,8,6,8,4,5,6,5,6,6,6,3,2,5,6,2,1,2,4,6,7,4,4,3,12,6,4,2,2,5,4,5,5,1,2,0,4,4,0,0,0,5,3,4,4,6,3,5,1,2,1,3,4,3,2,3,2,1,0,0,2,0,1,2,5,6,4,0
rose_bellamy,0,3,4,0,0,0,0,1,1,0,14,0,0,2,15,3,0,0,0,5,2,0,0,10,9,0,13,0,0,0,0,0,0,0,16,3,6,1,1,2,0,0,6,1,1,8,8,0,0,5,3,1,0,0,0,3,11,0,13,3,0,1,13,5,0,0,0,1,6,0
royaleight,0,9,8,0,0,0,0,8,0,2,2,0,11,0,5,0,0,0,0,4,7,3,0,4,3,0,1,0,0,0,0,0,1,0,2,1,3,2,1,0,0,0,0,0,3,10,5,2,2,7,3,0,0,0,0,2,11,0,8,0,0,6,2,0,0,0,0,5,6,0
rozkellum59,0,2,0,12,0,0,0,0,0,0,9,0,7,16,3,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,13,0,0,1,9,0,0,0,0,0,0,0,11,10,0,0,10,5,0,0,0,0,0,0,13,4,1,6,13,0,2,0,0,0,0
rrey2101,0,4,2,0,0,0,1,1,2,1,6,0,4,3,2,0,0,0,0,11,5,0,4,0,7,1,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,2,0,0,0,2,2,1,23,0,1,2,1,1,0,0,0,1,31,3,0
rtamesis,0,0,1,3,1,0,0,0,5,5,7,6,3,2,7,0,2,0,0,0,0,3,1,10,5,2,0,2,0,0,0,0,1,2,9,0,2,0,0,0,1,0,0,0,2,17,6,5,4,0,0,0,0,0,0,0,0,3,3,9,3,4,4,3,1,0,0,0,1,0
ryteouswretch,0,8,0,0,0,0,0,0,0,0,0,0,0,17,25,0,0,0,0,0,18,2,0,6,8,0,0,0,0,0,0,1,1,0,6,0,24,0,0,0,0,0,7,5,0,0,0,18,0,0,0,0,0,0,2,6,0,10,5,0,0,1,0,0,0,0,0,14,8,0
sabulosaa,0,11,5,0,0,0,0,0,3,9,3,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,6,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,7,12,1,3,13,6,1,0,0,0,0,2,1,0,0,0,1,4,0,0,15,0,0,2,0
sairaaurangzaib,0,6,6,6,2,6,6,6,8,7,8,4,5,8,3,3,6,4,5,4,5,3,6,4,2,2,1,1,5,3,7,4,1,6,3,1,4,4,3,6,4,1,1,2,7,1,8,7,3,5,5,6,3,3,5,6,8,5,5,4,4,2,7,4,3,6,5,4,6,0
sam_says_2,0,2,4,18,3,0,0,4,0,0,5,0,0,4,5,3,3,0,0,0,3,0,1,0,16,5,6,0,0,0,0,4,2,1,0,1,0,3,1,3,0,2,0,0,0,8,17,2,0,4,6,0,0,0,0,0,7,0,0,1,0,2,3,0,0,0,0,1,0,0
samir0403,0,0,3,8,0,5,2,2,25,12,17,1,0,0,0,2,2,0,1,1,2,10,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,9,1,0,0,0,0,0,0,0,0,0,0,7,6,1,0,0,0,2,4,0,10,1,0,0
samkennedy77,0,5,0,3,2,3,0,0,0,0,10,6,5,0,5,1,4,0,2,0,1,1,3,9,4,4,1,1,2,1,0,0,0,0,0,0,4,2,0,3,2,0,1,0,0,0,13,4,1,2,5,6,0,2,0,2,0,2,6,5,5,8,3,2,7,1,0,0,0,0
sandyriccobono,0,0,0,0,0,0,5,0,4,1,0,4,11,0,0,0,0,0,7,6,2,1,1,1,7,2,0,0,0,0,9,6,2,0,3,0,1,2,0,0,0,0,7,0,1,3,4,2,1,3,0,0,0,0,13,9,13,10,6,0,4,0,0,0,0,0,6,4,8,0
sandyschaper,0,2,0,0,11,0,0,0,0,0,3,0,0,4,0,0,13,0,0,0,1,0,0,0,0,8,7,6,1,0,0,0,0,7,0,1,2,0,13,4,4,0,0,0,5,0,0,4,4,8,13,5,10,0,0,0,16,0,0,0,0,10,6,0,12,0,0,0,0,0
santiamtwit,0,4,5,2,0,1,0,0,4,3,2,6,3,2,1,2,1,0,0,0,12,0,9,0,6,0,4,5,7,0,6,0,3,2,5,6,4,2,4,5,2,1,5,0,12,0,9,5,0,5,1,8,2,0,3,0,10,0,0,10,1,1,0,12,0,3,0,4,11,0
sar_oso,0,5,8,4,0,0,0,1,6,9,5,2,10,5,5,2,5,0,0,0,1,0,2,4,2,1,9,0,0,0,0,1,0,3,3,0,5,0,6,1,0,0,0,2,5,2,0,10,2,5,4,4,0,0,0,3,3,8,3,8,1,2,3,0,0,0,0,4,0,0
sasanews_,0,3,3,3,3,2,2,2,2,3,2,0,5,8,4,5,5,0,1,0,4,1,1,6,4,3,4,3,2,1,10,8,5,8,5,5,6,7,5,5,0,9,2,7,9,8,7,4,1,3,3,3,4,5,11,8,7,3,4,1,0,0,1,1,1,0,0,1,0,0
saucy3george,0,9,0,0,0,0,0,4,4,1,1,0,0,0,2,0,0,0,2,8,0,0,3,0,1,0,1,0,0,0,3,0,5,3,1,17,4,0,0,0,0,9,2,2,1,0,12,8,1,2,6,0,0,0,2,12,0,20,1,11,5,0,0,6,1,0,1,2,0,0
screamguitarman,0,3,0,3,0,0,0,0,0,4,2,4,0,1,1,2,1,1,0,1,0,27,0,0,1,5,2,4,0,0,0,0,2,26,8,0,0,0,1,0,0,0,0,0,2,1,5,33,0,1,0,1,0,0,0,3,0,1,1,6,0,2,0,0,5,0,0,0,6,0
seacliff4,0,0,4,1,0,0,18,0,0,10,2,10,0,4,2,0,0,0,0,3,0,24,2,0,2,12,4,0,0,0,1,0,2,0,0,1,0,3,0,0,0,0,4,1,7,0,0,14,0,0,5,0,0,0,3,9,3,1,6,2,4,3,0,0,0,0,6,0,0,0
semanadrea,0,0,7,0,0,0,0,0,13,17,3,13,5,0,5,0,0,0,1,0,1,7,5,5,5,0,1,0,0,0,0,10,3,2,0,0,3,0,3,5,0,0,0,8,14,6,2,2,3,4,4,0,0,0,2,0,0,0,3,3,1,1,0,1,0,0,4,0,0,0
sforklr,0,6,11,3,0,0,0,0,0,0,3,3,12,2,3,4,0,0,0,0,1,10,4,5,9,5,3,9,2,0,0,0,0,5,0,3,3,1,2,3,0,0,0,0,8,7,9,2,1,2,1,1,0,0,0,0,0,12,4,10,9,4,6,0,1,0,0,0,0,0
signa777,0,0,16,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,4,2,0,0,0,0,0,5,1,0,0,0,0,7,0,0,3,2,13,1,0,0,0,0,10,2,16,3,4,8,1,0,0,0,0,4,0,5,1,0,9,0,0,0,0,0,0,0,5,0
silver_fox9,0,7,0,0,0,0,5,1,5,2,6,9,3,5,1,0,0,2,0,0,4,5,1,1,1,4,0,0,0,0,5,3,0,8,1,2,5,1,0,0,0,0,4,4,4,3,0,6,3,6,0,0,0,0,3,2,0,13,2,2,1,2,0,0,0,0,7,0,7,0
siminuteman1776,0,0,1,5,0,0,0,0,0,1,6,18,0,8,4,7,5,0,0,0,0,1,0,0,0,15,2,10,0,0,0,0,3,2,0,3,8,7,2,13,0,3,0,0,14,7,4,7,0,0,1,4,12,0,0,0,3,4,9,0,0,0,2,3,8,0,0,0,0,0
sjbblog,0,0,2,3,5,4,6,5,4,3,1,3,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,3,3,6,2,4,6,4,0,1,0,0,0,4,5,6,13,3,11,7,4,3,0,0,0,3,3,1,2,5,5,0
sjlnlgl5451,0,18,3,0,0,0,0,0,2,20,6,0,0,17,4,0,0,0,0,1,6,0,0,0,5,8,27,0,0,0,0,0,8,2,6,5,4,12,1,0,0,0,0,3,9,1,0,0,0,16,3,0,0,0,0,0,2,14,0,0,7,14,1,0,0,7,0,0,3,0
skyco_g,0,0,3,0,0,0,0,3,1,3,1,3,0,1,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,8,1,0,7,31,4,0,0,0,0,0,6,9,14,0,7,2,0,0,0,0,0,0,10,11,0,1,3,2,0,2,0,0,0,0,2,16,0
slh2813,0,3,0,0,0,1,0,2,6,8,0,2,3,0,2,0,0,0,0,3,5,2,1,2,3,1,0,0,0,0,1,12,6,3,4,3,6,0,0,1,0,0,0,4,6,2,9,1,2,0,0,1,0,0,0,11,10,9,14,7,0,1,0,0,0,0,3,4,4,0
smalltownandrew,0,3,7,0,0,0,0,5,0,4,0,19,2,8,1,0,0,0,1,2,6,3,0,3,5,1,2,2,0,0,1,1,2,2,3,3,2,4,2,2,0,0,0,7,4,6,8,0,6,3,7,1,0,0,3,4,1,4,12,5,1,1,3,2,0,0,1,4,0,0
smartvalueblog,0,1,1,0,0,0,0,2,2,14,12,2,0,32,8,5,0,0,0,15,28,0,43,0,10,3,19,0,0,0,0,0,23,1,0,13,18,9,16,12,0,0,0,0,31,0,6,27,0,9,22,0,0,0,0,24,15,11,13,8,0,28,5,0,0,0,0,0,15,0
socks_MAGAMarch,0,4,10,1,0,0,0,6,6,0,8,6,0,3,0,0,2,0,5,0,8,1,0,1,7,5,2,0,3,0,0,2,7,0,0,0,2,0,3,0,0,1,0,2,1,0,10,7,4,1,0,0,0,0,4,4,10,0,10,1,0,14,3,5,0,0,0,1,2,0
sofiegeorge,0,9,0,0,0,0,0,0,4,1,3,6,17,4,6,0,0,0,0,0,0,1,10,7,8,11,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,8,5,7,10,0,5,0,0,0,0,0,0,7,23,0,12,9,1,0,0,0,0,0,0,8,0
solusnan1,0,6,1,2,1,0,0,0,3,1,12,3,11,0,9,1,3,0,1,9,0,0,4,1,1,0,1,7,2,0,0,0,1,4,2,3,1,3,2,1,2,4,0,0,5,5,3,3,0,7,6,1,0,1,0,0,5,2,4,2,2,6,0,0,0,0,2,3,0,0
